,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
LINE2A_CE,24.4592164546612,0.493033890050704,0.634803720769048,0.776671392936082,0.437352668766958,0.999794118537047
LINE2C1_CE,51.549982601032,-0.736355865425664,0.620916344052501,-1.18591799439475,0.23565468619265,0.999794118537047
LINE2C_CE,32.455251700933,-0.965069056535569,0.76069966317413,-1.26865976581175,0.204562438237625,0.999794118537047
LINE2D_CE,18.1840717982119,0.482960422086809,0.908109655899514,0.531830510720008,0.594843388988516,0.999794118537047
LINE2E_CE,22.2398738760756,0.221299245737933,0.832853322569849,0.26571214851505,0.790460906466729,0.999794118537047
LINE2F_CE,12.7248575359411,-0.720016923173076,0.86971023470688,-0.827881395940736,0.407737671892502,0.999794118537047
LINE2G_CE,41.9078031299071,0.00603098852911296,0.493069939932069,0.012231507217706,0.990240912578719,0.999794118537047
LINE2H_CE,14.1358980094483,0.273491270256703,0.912534070666907,0.29970527024468,0.764401978233046,0.999794118537047
LONGPAL2,18.1950089476262,-0.302744988580775,0.623008463801346,-0.485940410397553,0.627009416021111,0.999794118537047
LONGPAL3,44.3751506317141,0.361287093543189,0.640320313567272,0.56422869287159,0.572598502969652,0.999794118537047
LR9A,45.4581156064378,0.153149585810004,0.507390577183993,0.301837662535992,0.762775818523808,0.999794118537047
LSU-rRNA_Cel,1760784.62530164,0.157627075333407,1.13078675718537,0.139395933257792,0.889137285777334,0.999794118537047
LTR1_CE,10.2673607219743,-0.895634762894475,0.816411530649973,-1.09703835537628,0.272624625684708,0.999794118537047
LTR2_CE,4.55441363674494,-1.02261975861017,1.31042344487459,-0.780373521711552,0.435171048564148,0.999794118537047
LTRCER1,2.13046806648943,-0.871743750061935,1.37086224979802,-0.635909078530957,0.524835685062876,0.999794118537047
MAR_CE,43.081787272448,-0.102746270008647,0.614324460367995,-0.167250820433064,0.867172698595525,0.999794118537047
MINISAT1_CE,101.860843962928,0.268514493147877,0.304341640899039,0.882279836418944,0.377625497612992,0.999794118537047
MIRAGE1,37.5579361515644,0.382165878139911,0.720536878107002,0.530390448777499,0.595841246828988,0.999794118537047
Mariner2_CE,246.960906884332,0.0326084603822091,0.478797371939135,0.0681049276652135,0.945702107757453,0.999794118537047
Mariner3_CE,59.0796826657254,0.291421180605978,0.633076915686064,0.460325078020205,0.64528290325933,0.999794118537047
Mariner4_CE,0.253732737942943,1.84922543543958,3.03538956378414,0.609221780789875,0.542377445148004,0.999794118537047
Mariner5_CE,13.1318240284973,-0.204412274733668,0.865057989715046,-0.236298926966737,0.813200719522005,0.999794118537047
NDNAX1_CE,14.0409583366518,-0.751412166707506,0.824106297557682,-0.911790346626872,0.361879093017561,0.999794118537047
NDNAX3_CE,61.1415799784009,-0.317968374138462,0.501816348601614,-0.633634944386583,0.52631909010524,0.999794118537047
NPAL5A_CE,13.5480382615889,-0.0866641865627334,0.758895955267637,-0.114197718358072,0.909081060564582,0.999794118537047
NPALTA1_CE,16.0365571677394,-0.418990913564512,0.673029438384045,-0.622544705578579,0.533583757142944,0.999794118537047
NTC2A,16.3328807479865,-0.839409492555463,0.646153601129524,-1.29908661205031,0.19391420707476,0.999794118537047
PAL3A_CE,19.0743949012288,-0.623050754569219,0.678219381435885,-0.918656664234711,0.358275183447165,0.999794118537047
